payment_id,ride_id,amount,method,discount_applied,timestamp
437,437,15.74,Card,0.71,2025-03-15 21:06:24.585057
438,438,25.23,Cash,0.11,2024-05-10 17:15:24.585057
439,439,55.98,Cash,0.58,2024-10-20 02:04:24.585057
440,440,97.89,Wallet,3.87,2025-01-05 06:29:24.585057
441,441,91.98,Card,2.61,2024-05-23 22:59:24.585057
442,442,25.43,Cash,4.9,2025-03-20 11:39:24.585057
443,443,43.37,Card,3.61,2025-04-15 12:47:24.585057
444,444,65.53,Cash,4.73,2024-10-22 05:35:24.585057
445,445,85.6,Cash,2.16,2025-01-13 00:07:24.585057
446,446,19.98,Card,1.16,2024-07-26 14:58:24.585057
447,447,58.31,Cash,4.42,2024-08-13 06:33:24.585057
448,448,79.11,Wallet,4.06,2024-08-20 01:27:24.585057
449,449,17.49,Wallet,2.89,2024-10-08 07:07:24.585057
450,450,90.18,Cash,4.98,2025-01-06 00:32:24.585057
451,451,48.24,Wallet,4.39,2024-06-28 23:17:24.585057
452,452,8.27,Cash,3.09,2024-09-29 23:40:24.585057
453,453,38.35,Card,4.26,2025-01-19 06:28:24.585057
454,454,54.11,Card,5.0,2024-06-11 09:38:24.585057
455,455,46.88,Wallet,2.6,2025-03-19 07:53:24.585057
456,456,53.66,Wallet,4.75,2025-02-09 19:12:24.585057
457,457,96.17,Cash,3.44,2024-12-06 16:58:24.585057
458,458,74.02,Card,0.96,2024-07-30 19:57:24.585057
459,459,87.28,Cash,2.24,2024-12-21 10:49:24.585057
460,460,44.67,Wallet,0.86,2024-05-18 11:52:24.585057
461,461,66.97,Card,2.41,2024-12-05 04:31:24.585057
462,462,32.61,Card,4.89,2024-10-09 14:06:24.585057
463,463,40.73,Cash,4.24,2024-09-20 17:03:24.585057
464,464,14.72,Cash,2.88,2025-01-15 16:51:24.585057
465,465,22.65,Wallet,4.84,2025-03-12 10:52:24.585057
466,466,92.59,Wallet,0.9,2025-02-20 15:47:24.585057
467,467,37.62,Card,2.15,2024-07-14 03:51:24.585057
468,468,49.66,Wallet,1.52,2024-07-03 14:37:24.585057
469,469,71.05,Card,4.88,2025-03-22 14:00:24.585057
470,470,13.41,Cash,1.48,2024-07-06 16:33:24.585057
471,471,62.0,Cash,2.03,2024-05-27 18:20:24.585057
472,472,93.27,Cash,0.85,2024-10-23 10:06:24.585057
473,473,73.87,Wallet,1.61,2024-08-15 11:16:24.585057
474,474,23.01,Card,1.3,2024-10-18 11:12:24.585057
475,475,65.69,Cash,1.87,2024-07-24 08:08:24.585057
476,476,53.04,Card,4.18,2024-05-02 14:00:24.585057
477,477,74.72,Card,1.44,2024-06-18 13:48:24.585057
478,478,86.09,Card,1.64,2025-01-25 17:13:24.585057
479,479,84.37,Card,2.05,2025-03-09 10:10:24.585057
480,480,81.11,Wallet,2.36,2024-05-23 23:13:24.585057
481,481,30.14,Cash,1.83,2024-12-24 02:26:24.585057
482,482,15.42,Card,3.81,2024-06-26 10:49:24.585057
483,483,48.22,Wallet,3.55,2024-09-10 21:04:24.585057
484,484,77.07,Wallet,1.63,2024-04-23 03:03:24.585057
485,485,7.12,Card,0.76,2025-03-23 11:58:24.585057
486,486,77.02,Wallet,2.75,2024-11-20 08:42:24.585057
487,487,89.75,Wallet,4.52,2024-08-25 23:00:24.585057
488,488,65.27,Card,4.03,2024-11-27 01:55:24.585057
489,489,75.31,Cash,4.44,2024-11-06 02:27:24.585057
490,490,54.11,Cash,1.43,2024-06-30 05:00:24.585057
491,491,16.59,Cash,3.82,2024-05-09 04:29:24.585057
492,492,15.79,Card,4.31,2025-03-06 19:35:24.585057
493,493,41.31,Cash,4.97,2024-08-30 02:34:24.585057
494,494,53.95,Card,1.62,2025-03-26 15:06:24.585057
495,495,29.08,Card,4.2,2024-07-20 15:13:24.585057
496,496,85.84,Cash,0.6,2024-05-31 06:24:24.585057
497,497,93.77,Card,2.24,2024-09-19 06:38:24.585057
498,498,77.23,Card,0.36,2024-11-18 16:56:24.585057
499,499,42.59,Card,0.19,2024-07-20 06:07:24.585057
500,500,71.93,Card,4.88,2024-11-09 14:44:24.585057
501,501,90.52,Wallet,4.04,2024-11-01 11:44:24.585057
502,502,23.01,Cash,1.76,2024-09-08 04:26:24.585057
503,503,53.35,Wallet,3.28,2024-12-29 08:49:24.585057
504,504,9.15,Cash,1.82,2024-08-21 09:10:24.585057
505,505,89.07,Cash,1.8,2024-07-16 15:56:24.585057
506,506,88.36,Card,2.78,2024-09-07 17:07:24.585057
507,507,45.87,Card,1.86,2024-12-19 08:13:24.585057
508,508,80.54,Card,2.65,2024-06-08 05:45:24.585057
509,509,67.56,Card,2.2,2025-03-19 10:18:24.585057
510,510,79.82,Cash,1.62,2024-08-19 19:20:24.585057
511,511,80.26,Wallet,2.67,2024-08-24 21:11:24.585057
512,512,57.01,Card,3.1,2025-04-01 10:17:24.585057
513,513,91.15,Cash,4.15,2025-03-20 01:30:24.585057
514,514,77.35,Wallet,2.38,2024-12-21 13:14:24.585057
515,515,88.21,Cash,4.48,2024-12-31 06:33:24.585057
516,516,44.35,Wallet,2.16,2025-02-19 15:57:24.585057
517,517,9.32,Wallet,0.56,2024-08-10 17:55:24.585057
518,518,15.78,Cash,1.54,2024-04-23 15:54:24.585057
519,519,89.27,Card,2.64,2024-08-30 01:58:24.585057
520,520,69.02,Card,1.69,2024-12-08 16:50:24.585057
521,521,35.92,Card,1.33,2024-09-18 03:49:24.585057
522,522,22.18,Cash,2.37,2025-03-30 13:55:24.585057
523,523,63.56,Wallet,4.17,2025-02-14 06:45:24.585057
524,524,18.23,Cash,3.05,2024-07-22 01:49:24.585057
525,525,93.44,Wallet,0.5,2025-02-22 23:15:24.585057
526,526,7.6,Wallet,0.72,2024-11-06 00:24:24.585057
527,527,16.94,Card,2.38,2024-10-26 22:52:24.585057
528,528,83.13,Cash,3.95,2024-08-22 05:45:24.585057
529,529,13.56,Wallet,2.3,2024-08-07 05:12:24.585057
530,530,42.42,Wallet,0.67,2024-11-19 20:33:24.585057
531,531,27.44,Card,0.46,2025-04-11 14:52:24.585057
532,532,88.86,Card,4.61,2025-01-08 05:33:24.585057
533,533,57.58,Card,2.89,2024-09-09 06:12:24.585057
534,534,61.28,Wallet,3.35,2024-08-14 04:53:24.585057
535,535,27.2,Wallet,4.59,2024-10-06 00:42:24.585057
536,536,55.97,Card,2.51,2024-09-28 02:58:24.585057
537,537,65.15,Card,3.1,2025-01-12 15:22:24.585057
538,538,84.93,Cash,0.43,2025-01-12 03:29:24.585057
539,539,57.59,Cash,4.22,2025-01-29 14:55:24.585057
540,540,99.3,Cash,1.06,2024-05-07 11:53:24.585057
541,541,16.24,Wallet,4.77,2024-09-21 05:24:24.585057
542,542,81.48,Cash,4.51,2024-05-12 05:16:24.585057
543,543,21.63,Card,4.66,2025-02-01 17:27:24.585057
544,544,64.36,Cash,1.15,2024-11-27 23:41:24.585057
545,545,28.41,Wallet,2.82,2025-04-10 20:11:24.585057
546,546,6.98,Card,0.91,2025-04-15 13:20:24.585057
547,547,49.11,Wallet,4.17,2024-07-09 23:00:24.585057
548,548,86.97,Wallet,4.65,2025-02-26 23:48:24.585057
549,549,32.82,Cash,4.53,2024-05-26 21:48:24.585057
550,550,33.59,Card,4.08,2024-10-12 11:13:24.585057
551,551,69.27,Card,3.19,2025-03-29 11:42:24.585057
552,552,99.59,Cash,4.1,2024-06-17 16:23:24.585057
553,553,66.24,Card,0.32,2024-07-22 09:54:24.585057
554,554,24.89,Cash,3.24,2024-11-30 17:47:24.585057
555,555,52.04,Card,0.88,2025-03-06 21:46:24.585057
556,556,61.65,Cash,1.24,2025-03-07 04:37:24.585057
557,557,51.52,Card,2.13,2024-05-16 20:21:24.585057
558,558,49.52,Card,2.36,2024-09-04 23:43:24.585057
559,559,93.95,Card,0.98,2024-12-02 05:42:24.585057
560,560,97.93,Cash,1.29,2025-02-16 01:50:24.585057
561,561,26.06,Card,0.61,2024-12-20 09:19:24.585057
562,562,44.82,Card,1.91,2024-11-03 03:11:24.585057
563,563,38.68,Card,2.35,2024-09-05 05:35:24.585057
564,564,59.57,Wallet,0.43,2024-10-16 17:53:24.585057
565,565,78.07,Card,2.29,2024-12-05 14:29:24.585057
566,566,10.99,Cash,0.94,2024-08-11 13:20:24.585057
567,567,71.53,Card,3.46,2025-04-12 06:07:24.585057
568,568,7.95,Card,2.49,2025-02-24 13:49:24.585057
569,569,6.93,Wallet,4.66,2024-12-29 22:43:24.585057
570,570,30.61,Card,0.83,2024-12-27 21:26:24.585057
571,571,36.21,Wallet,2.27,2025-02-09 01:13:24.585057
572,572,85.85,Wallet,0.4,2024-12-23 17:20:24.585057
573,573,36.81,Card,3.34,2024-10-14 15:02:24.585057
574,574,67.72,Card,3.54,2025-01-15 05:42:24.585057
575,575,10.3,Wallet,4.22,2025-01-02 10:05:24.585057
576,576,56.97,Wallet,0.51,2024-12-16 02:51:24.585057
577,577,96.8,Wallet,2.91,2024-05-31 15:29:24.585057
578,578,54.25,Wallet,2.4,2025-03-09 21:41:24.585057
579,579,25.62,Card,0.68,2024-05-27 23:20:24.585057
580,580,89.46,Card,0.69,2025-01-26 21:01:24.585057
581,581,24.7,Cash,3.48,2025-01-21 08:23:24.585057
582,582,39.32,Cash,0.58,2025-01-13 12:40:24.585057
583,583,54.82,Card,3.71,2024-07-21 05:53:24.585057
584,584,5.62,Cash,3.89,2024-07-08 11:20:24.585057
585,585,30.69,Cash,3.14,2025-02-17 23:09:24.585057
586,586,35.72,Cash,0.13,2024-10-15 09:13:24.585057
587,587,96.85,Card,4.66,2024-12-29 12:47:24.585057
588,588,32.72,Card,2.54,2025-03-09 04:32:24.585057
589,589,16.4,Cash,1.87,2025-03-13 14:14:24.585057
590,590,54.05,Card,2.14,2024-10-10 12:00:24.585057
591,591,14.62,Wallet,4.48,2024-04-20 15:47:24.585057
592,592,6.9,Card,0.66,2024-08-16 02:46:24.585057
593,593,51.97,Card,2.28,2024-09-14 02:35:24.585057
594,594,85.91,Cash,2.98,2024-04-24 08:22:24.585057
595,595,13.61,Wallet,3.08,2025-01-10 14:51:24.585057
596,596,6.31,Cash,3.57,2024-05-20 04:46:24.585057
597,597,47.97,Cash,1.79,2025-02-15 01:57:24.585057
598,598,62.35,Cash,2.52,2024-05-06 19:42:24.585057
599,599,29.8,Wallet,0.76,2024-08-24 23:39:24.585057
600,600,91.69,Wallet,0.7,2025-01-06 03:56:24.585057
601,601,86.37,Card,0.1,2025-02-13 20:12:24.585057
602,602,13.74,Card,2.2,2024-12-03 18:28:24.585057
603,603,85.53,Card,1.44,2024-08-17 16:43:24.585057
604,604,28.8,Wallet,4.14,2024-05-29 02:23:24.585057
605,605,89.21,Cash,0.2,2024-08-02 03:48:24.585057
606,606,71.19,Wallet,3.57,2024-08-25 21:42:24.585057
607,607,26.71,Wallet,4.87,2024-06-14 04:45:24.585057
608,608,17.53,Card,1.97,2025-02-20 10:21:24.585057
609,609,10.69,Wallet,1.54,2024-08-09 22:38:24.585057
610,610,22.39,Card,1.67,2024-06-01 09:19:24.585057
611,611,42.51,Card,4.45,2024-12-22 14:08:24.585057
612,612,24.43,Wallet,2.32,2024-08-25 18:01:24.585057
613,613,71.08,Card,0.07,2025-04-14 23:25:24.585057
614,614,18.82,Wallet,0.5,2024-06-23 20:20:24.585057
615,615,27.53,Wallet,3.32,2024-12-21 06:15:24.585057
616,616,24.86,Wallet,4.54,2024-11-15 00:14:24.585057
617,617,22.98,Cash,0.49,2024-10-20 08:01:24.585057
618,618,8.57,Card,0.96,2024-07-25 16:27:24.585057
619,619,21.79,Card,3.34,2024-05-31 16:29:24.585057
620,620,81.75,Cash,0.82,2025-01-11 22:44:24.585057
621,621,66.45,Cash,3.04,2025-01-02 13:41:24.585057
622,622,5.2,Cash,2.71,2024-08-18 18:19:24.585057
623,623,31.62,Wallet,3.08,2024-11-30 21:35:24.585057
624,624,54.13,Card,1.14,2024-04-18 13:47:24.585057
625,625,46.59,Wallet,2.98,2024-10-20 07:49:24.585057
626,626,48.98,Cash,2.18,2024-04-19 04:01:24.585057
627,627,60.6,Cash,2.17,2024-11-20 23:17:24.585057
628,628,55.29,Cash,2.36,2024-06-24 23:18:24.585057
629,629,43.8,Card,2.75,2024-08-06 06:57:24.585057
630,630,46.93,Wallet,4.44,2025-01-22 21:18:24.585057
631,631,31.4,Cash,1.07,2024-06-29 05:23:24.585057
632,632,50.0,Wallet,2.06,2024-05-20 23:34:24.585057
633,633,91.44,Card,3.3,2025-01-27 18:08:24.585057
634,634,10.43,Wallet,2.69,2024-09-08 22:38:24.585057
635,635,11.91,Wallet,4.29,2024-05-25 09:27:24.585057
636,636,11.48,Wallet,2.71,2024-11-09 08:44:24.585057
637,637,26.16,Cash,0.92,2025-03-04 21:30:24.585057
638,638,38.09,Cash,2.63,2024-07-13 12:20:24.585057
639,639,98.98,Cash,1.23,2024-12-04 18:58:24.585057
640,640,23.45,Cash,3.14,2024-04-17 20:09:24.585057
641,641,22.4,Card,2.28,2024-12-05 04:25:24.585057
642,642,55.53,Cash,2.94,2025-01-10 18:01:24.585057
643,643,87.16,Cash,2.76,2024-08-30 03:03:24.585057
644,644,47.73,Cash,0.02,2025-04-14 22:35:24.585057
645,645,54.41,Wallet,2.41,2025-01-23 23:47:24.585057
646,646,33.59,Wallet,0.98,2025-03-10 15:26:24.585057
647,647,86.12,Wallet,4.13,2024-11-22 07:48:24.585057
648,648,55.69,Wallet,0.9,2024-05-14 00:43:24.585057
649,649,97.33,Card,4.13,2024-04-20 22:38:24.585057
650,650,51.45,Cash,0.34,2024-08-10 16:31:24.585057
651,651,18.9,Wallet,4.07,2024-05-09 18:41:24.585057
652,652,55.94,Card,1.54,2025-03-14 20:10:24.585057
653,653,46.2,Card,0.16,2024-09-25 11:53:24.585057
654,654,17.78,Wallet,1.93,2024-09-14 04:47:24.585057
655,655,30.79,Wallet,1.31,2024-08-26 01:12:24.585057
656,656,93.71,Cash,0.8,2024-07-14 05:54:24.585057
657,657,83.07,Cash,2.85,2024-06-28 22:23:24.585057
658,658,78.04,Wallet,1.92,2024-11-17 18:55:24.585057
659,659,55.88,Card,0.11,2024-11-01 12:41:24.585057
660,660,81.85,Wallet,3.67,2024-05-25 13:53:24.585057
661,661,13.85,Card,3.2,2025-03-30 21:13:24.585057
662,662,43.74,Card,1.61,2024-09-17 15:12:24.585057
663,663,32.24,Card,4.36,2024-08-19 04:28:24.585057
664,664,31.74,Cash,2.01,2024-04-25 21:53:24.585057
665,665,64.71,Card,2.14,2024-04-18 09:20:24.585057
666,666,67.05,Wallet,4.41,2024-07-03 07:00:24.585057
667,667,47.36,Card,4.65,2024-10-12 08:49:24.585057
668,668,15.13,Card,4.81,2024-05-30 13:59:24.585057
669,669,56.94,Cash,1.5,2025-01-16 16:35:24.585057
670,670,96.01,Card,4.58,2024-09-28 22:43:24.585057
671,671,28.92,Wallet,0.8,2025-01-28 18:19:24.585057
672,672,81.96,Cash,1.01,2024-09-08 05:49:24.585057
673,673,77.84,Card,4.6,2024-05-25 19:20:24.585057
674,674,35.94,Wallet,1.32,2024-07-10 15:36:24.585057
675,675,61.99,Cash,1.06,2025-02-09 18:16:24.585057
676,676,84.58,Cash,4.43,2024-06-08 12:30:24.585057
677,677,67.32,Card,1.64,2024-12-16 02:08:24.585057
678,678,42.51,Cash,2.4,2024-08-08 10:53:24.585057
679,679,20.47,Wallet,3.48,2024-07-07 14:56:24.585057
680,680,38.47,Card,3.81,2024-09-05 05:16:24.585057
681,681,82.11,Wallet,0.01,2024-10-19 13:29:24.585057
682,682,81.39,Cash,1.55,2024-04-24 08:22:24.585057
683,683,66.06,Wallet,3.22,2024-05-28 02:18:24.585057
684,684,73.17,Cash,4.97,2024-10-26 22:01:24.585057
685,685,54.28,Cash,4.85,2024-08-20 18:11:24.585057
686,686,75.2,Cash,1.77,2024-05-19 13:55:24.585057
687,687,11.79,Cash,2.87,2024-09-18 23:10:24.585057
688,688,50.53,Wallet,3.18,2024-09-15 04:15:24.585057
689,689,70.22,Wallet,4.21,2024-05-29 17:06:24.585057
690,690,30.0,Cash,1.64,2024-05-02 09:22:24.585057
691,691,51.83,Wallet,3.92,2024-07-21 11:40:24.585057
692,692,81.77,Wallet,2.09,2024-05-22 17:41:24.585057
693,693,28.55,Cash,2.18,2024-08-23 15:56:24.585057
694,694,34.5,Wallet,0.66,2024-08-13 10:54:24.585057
695,695,14.48,Wallet,0.2,2024-06-12 13:26:24.585057
696,696,7.12,Card,1.52,2025-02-11 23:58:24.585057
697,697,49.59,Wallet,2.22,2024-11-09 17:24:24.585057
698,698,26.97,Card,0.42,2024-11-02 21:20:24.585057
699,699,87.71,Wallet,1.59,2025-02-18 12:05:24.585057
700,700,70.88,Cash,1.27,2024-06-21 13:02:24.585057
701,701,70.59,Wallet,1.24,2024-07-15 09:37:24.585057
702,702,11.49,Wallet,4.51,2024-10-23 11:44:24.585057
703,703,5.83,Cash,1.21,2024-05-22 07:06:24.585057
704,704,85.98,Wallet,1.29,2024-06-12 09:06:24.585057
705,705,17.67,Cash,0.51,2024-08-16 06:26:24.585057
706,706,53.67,Card,3.63,2025-02-07 13:46:24.585057
707,707,40.41,Cash,1.66,2025-03-01 09:34:24.585057
708,708,48.17,Cash,1.13,2024-12-28 20:25:24.585057
709,709,47.38,Card,2.91,2024-12-27 05:57:24.585057
710,710,45.07,Cash,4.34,2025-03-21 06:19:24.585057
711,711,60.57,Card,2.21,2024-06-03 09:08:24.585057
712,712,44.36,Card,3.97,2024-10-02 06:56:24.585057
713,713,26.54,Card,3.32,2024-09-15 22:02:24.585057
714,714,19.24,Cash,1.25,2024-07-12 02:14:24.585057
715,715,20.92,Wallet,4.91,2025-01-22 14:50:24.585057
716,716,83.72,Cash,4.67,2024-09-28 19:38:24.585057
717,717,64.61,Card,2.11,2024-06-25 05:32:24.585057
718,718,70.05,Card,4.56,2025-01-11 11:59:24.585057
719,719,60.27,Card,1.01,2024-07-07 15:57:24.585057
720,720,36.36,Wallet,4.42,2024-08-03 00:13:24.585057
721,721,34.86,Wallet,1.95,2025-03-14 12:38:24.585057
722,722,56.73,Card,0.47,2024-08-08 23:46:24.585057
723,723,61.75,Cash,4.94,2024-11-27 08:27:24.585057
724,724,46.87,Cash,0.86,2025-03-26 12:05:24.585057
725,725,68.96,Cash,1.11,2025-02-11 14:18:24.585057
726,726,8.84,Cash,2.77,2024-10-19 22:00:24.585057
727,727,92.85,Cash,1.3,2024-11-09 01:55:24.585057
728,728,60.09,Card,1.06,2024-11-21 07:22:24.585057
729,729,72.6,Cash,4.37,2025-03-27 14:07:24.585057
730,730,86.65,Cash,4.62,2024-11-18 00:40:24.585057
731,731,11.89,Card,3.79,2024-07-27 01:13:24.585057
732,732,51.83,Cash,2.86,2025-03-15 04:43:24.585057
733,733,73.06,Wallet,4.84,2024-06-08 18:41:24.585057
734,734,88.85,Wallet,1.34,2024-10-19 06:26:24.585057
735,735,50.64,Cash,2.76,2024-12-31 13:42:24.585057
736,736,15.98,Card,4.05,2024-05-17 05:49:24.585057
737,737,47.07,Cash,2.83,2024-09-06 13:46:24.585057
738,738,18.88,Cash,0.81,2024-08-17 03:49:24.585057
739,739,58.27,Wallet,2.47,2025-02-01 19:58:24.585057
740,740,96.44,Wallet,4.34,2024-08-08 15:21:24.585057
741,741,38.82,Wallet,3.82,2025-01-15 03:57:24.585057
742,742,46.9,Wallet,0.55,2024-11-29 06:53:24.585057
743,743,95.35,Card,2.65,2024-08-10 15:02:24.585057
744,744,88.6,Card,4.82,2024-10-31 07:52:24.585057
745,745,48.83,Card,0.19,2024-04-29 22:40:24.585057
746,746,38.77,Card,1.08,2024-12-26 07:33:24.585057
747,747,19.62,Wallet,3.85,2025-02-02 14:20:24.585057
748,748,55.42,Wallet,2.98,2025-02-05 01:57:24.585057
749,749,33.37,Cash,2.99,2025-02-25 22:16:24.585057
750,750,41.24,Card,1.11,2025-02-15 05:00:24.585057
751,751,20.88,Card,0.81,2024-12-12 03:00:24.585057
752,752,54.2,Cash,4.24,2024-05-19 22:30:24.585057
753,753,85.25,Cash,3.79,2024-08-21 10:19:24.585057
754,754,61.2,Card,3.0,2024-12-23 02:11:24.585057
755,755,78.35,Wallet,1.5,2024-07-08 01:29:24.585057
756,756,79.04,Cash,4.85,2024-08-09 16:21:24.585057
757,757,33.32,Wallet,1.98,2024-07-28 00:53:24.585057
758,758,69.59,Wallet,0.75,2024-11-19 21:38:24.585057
759,759,82.72,Card,4.75,2024-04-17 03:00:24.585057
760,760,36.53,Card,0.89,2024-12-08 01:23:24.585057
761,761,92.77,Card,0.03,2024-12-16 18:42:24.585057
762,762,35.84,Card,1.32,2024-08-16 11:26:24.585057
763,763,52.81,Card,4.31,2024-05-19 02:17:24.585057
764,764,20.8,Card,1.95,2024-10-08 17:51:24.585057
765,765,30.87,Card,0.25,2024-05-12 09:32:24.585057
766,766,97.43,Wallet,1.04,2024-07-31 11:58:24.585057
767,767,96.58,Cash,4.22,2024-06-05 08:04:24.585057
768,768,7.83,Card,4.04,2024-10-19 05:51:24.585057
769,769,83.3,Cash,2.25,2024-11-24 06:57:24.585057
770,770,19.6,Cash,1.56,2024-11-20 10:35:24.585057
771,771,94.56,Wallet,0.61,2025-04-04 16:38:24.585057
772,772,64.7,Cash,2.69,2024-05-23 03:08:24.585057
773,773,50.21,Cash,2.24,2025-02-01 08:16:24.585057
774,774,81.42,Cash,1.33,2024-12-01 19:37:24.585057
775,775,6.32,Card,0.45,2025-04-07 01:11:24.585057
776,776,72.06,Card,0.24,2024-07-02 16:00:24.585057
777,777,49.21,Card,2.22,2024-11-08 07:29:24.585057
778,778,58.28,Wallet,0.67,2024-08-10 19:11:24.585057
779,779,99.47,Cash,0.44,2024-07-10 00:48:24.585057
780,780,39.39,Wallet,0.78,2024-11-29 15:45:24.585057
781,781,84.52,Wallet,0.71,2024-08-06 11:12:24.585057
782,782,94.89,Card,2.99,2025-03-16 10:20:24.585057
783,783,48.6,Cash,3.8,2024-08-14 04:34:24.585057
784,784,48.55,Wallet,3.72,2024-10-30 06:03:24.585057
785,785,74.09,Cash,0.03,2024-09-30 04:06:24.585057
786,786,65.44,Cash,0.06,2025-04-13 21:16:24.585057
787,787,18.84,Cash,1.92,2024-07-16 21:32:24.585057
788,788,21.59,Card,1.04,2024-10-19 01:57:24.585057
789,789,29.43,Card,3.95,2024-06-30 01:40:24.585057
790,790,96.18,Wallet,4.6,2024-06-20 14:37:24.585057
791,791,83.59,Card,0.01,2025-03-05 14:51:24.585057
792,792,87.75,Wallet,3.19,2025-01-10 23:51:24.585057
793,793,97.29,Card,0.68,2024-07-15 18:48:24.585057
794,794,61.27,Cash,4.93,2024-09-05 04:02:24.585057
795,795,16.78,Wallet,2.99,2025-04-09 01:15:24.585057
796,796,39.58,Wallet,0.96,2024-08-22 08:05:24.585057
797,797,12.11,Card,2.61,2024-04-20 23:20:24.585057
798,798,9.34,Wallet,3.19,2024-07-18 15:00:24.585057
799,799,74.24,Wallet,3.92,2024-07-08 05:01:24.585057
800,800,98.93,Wallet,2.45,2024-12-09 14:38:24.585057
801,801,41.35,Cash,3.92,2025-04-07 09:16:24.585057
802,802,79.77,Wallet,3.5,2025-04-15 17:02:24.585057
803,803,64.45,Card,2.49,2024-07-23 05:26:24.585057
804,804,84.22,Wallet,0.6,2025-01-07 12:34:24.585057
805,805,73.95,Card,0.59,2024-06-12 20:12:24.585057
806,806,30.39,Cash,1.38,2025-02-23 16:13:24.585057
807,807,45.82,Cash,4.6,2025-03-31 22:39:24.585057
808,808,92.93,Cash,4.09,2024-09-18 23:48:24.585057
809,809,27.15,Cash,0.46,2024-09-17 18:09:24.585057
810,810,71.03,Wallet,0.87,2025-01-30 15:06:24.585057
811,811,32.44,Cash,0.59,2024-06-09 23:46:24.585057
812,812,98.65,Wallet,4.02,2024-07-06 02:46:24.585057
813,813,76.24,Wallet,4.07,2025-03-29 15:29:24.585057
814,814,51.91,Wallet,4.82,2024-11-10 23:58:24.585057
815,815,38.68,Card,4.76,2025-03-11 19:10:24.585057
816,816,35.39,Card,3.47,2025-03-14 02:34:24.585057
817,817,18.18,Wallet,3.67,2025-02-08 18:33:24.585057
818,818,93.08,Card,4.75,2024-09-10 23:17:24.585057
819,819,46.08,Card,1.58,2024-04-25 16:32:24.585057
820,820,96.46,Cash,3.53,2024-04-26 01:51:24.585057
821,821,93.12,Wallet,1.0,2025-01-24 08:51:24.585057
822,822,75.31,Card,2.08,2024-05-12 05:36:24.585057
823,823,67.57,Wallet,1.15,2025-04-07 00:58:24.585057
824,824,84.7,Card,0.16,2024-05-14 08:36:24.585057
825,825,92.36,Card,1.32,2024-10-17 08:44:24.585057
826,826,86.84,Wallet,3.89,2024-12-05 14:06:24.585057
827,827,33.22,Card,0.88,2024-10-04 00:31:24.585057
828,828,97.56,Cash,4.35,2025-02-10 01:45:24.585057
829,829,39.86,Card,2.94,2024-11-17 23:35:24.585057
830,830,53.17,Wallet,3.61,2024-10-02 23:21:24.585057
831,831,22.72,Card,3.89,2024-11-06 23:29:24.585057
832,832,63.68,Card,4.22,2024-12-01 19:22:24.585057
833,833,77.95,Card,1.31,2024-07-31 01:50:24.585057
834,834,79.71,Wallet,0.38,2024-08-18 02:08:24.585057
835,835,44.4,Cash,2.57,2024-06-23 12:28:24.585057
836,836,75.62,Wallet,0.27,2025-02-24 21:18:24.585057
837,837,17.2,Wallet,2.42,2024-06-17 18:55:24.585057
838,838,87.68,Wallet,3.3,2025-02-22 14:39:24.585057
839,839,90.34,Wallet,4.14,2024-12-13 21:30:24.585057
840,840,51.27,Card,4.07,2024-08-06 16:58:24.585057
841,841,39.26,Wallet,2.92,2024-04-25 12:27:24.585057
842,842,42.15,Wallet,4.59,2024-07-30 00:56:24.585057
843,843,75.7,Cash,0.13,2024-04-29 20:28:24.585057
844,844,73.22,Cash,4.2,2025-02-01 13:02:24.585057
845,845,91.91,Wallet,3.03,2025-03-30 07:34:24.585057
846,846,6.85,Cash,1.93,2024-11-24 06:31:24.585057
847,847,38.33,Card,0.27,2024-04-18 19:34:24.585057
848,848,40.67,Wallet,0.37,2024-05-29 00:12:24.585057
849,849,27.49,Cash,3.62,2024-06-02 15:48:24.585057
850,850,58.28,Card,1.07,2025-02-08 07:08:24.585057
851,851,65.08,Card,3.13,2024-12-07 02:24:24.585057
852,852,16.26,Cash,1.66,2024-05-04 18:06:24.585057
853,853,50.8,Wallet,4.12,2024-10-29 10:40:24.585057
854,854,53.84,Card,1.22,2024-10-20 22:40:24.585057
855,855,93.93,Wallet,0.13,2024-10-28 05:09:24.585057
856,856,85.64,Cash,2.8,2024-12-16 11:11:24.585057
857,857,17.71,Cash,1.66,2024-04-18 00:24:24.585057
858,858,81.38,Wallet,0.71,2024-07-20 06:28:24.585057
859,859,49.2,Cash,3.05,2024-05-28 05:42:24.585057
860,860,26.0,Cash,1.19,2024-07-29 22:09:24.585057
861,861,24.96,Card,0.24,2024-07-13 18:41:24.585057
862,862,27.49,Cash,2.77,2024-12-06 22:33:24.585057
863,863,97.05,Card,4.2,2024-10-18 11:10:24.585057
864,864,17.08,Cash,3.87,2024-11-13 05:38:24.585057
865,865,91.54,Cash,4.8,2024-06-03 14:42:24.585057
866,866,56.47,Cash,3.03,2024-12-03 03:38:24.585057
867,867,50.37,Card,3.13,2025-02-11 16:13:24.585057
868,868,22.61,Wallet,2.56,2024-11-07 14:34:24.585057
869,869,53.8,Wallet,2.54,2024-10-20 23:46:24.585057
870,870,33.77,Cash,1.72,2024-07-24 05:45:24.585057
871,871,87.97,Card,1.84,2025-02-28 05:08:24.585057
872,872,80.63,Cash,0.81,2025-03-03 22:14:24.585057
873,873,37.59,Cash,3.58,2024-06-26 18:22:24.585057
