booking_id,booking_time,status,promo_code,passenger_id,ride_id
455,2024-07-07 03:27:24.585057,Completed,,143,364.0
456,2024-08-18 14:25:24.585057,Completed,,158,365.0
457,2025-01-09 17:02:24.585057,Completed,PROMO1010,13,366.0
458,2024-06-27 22:04:24.585057,Completed,PROMO1011,195,367.0
459,2024-08-12 09:12:24.585057,Completed,PROMO1012,2,368.0
460,2024-10-10 18:25:24.585057,Cancelled,PROMO1011,8,
461,2025-03-03 04:31:24.585057,Completed,,25,369.0
462,2024-09-09 06:55:24.585057,Completed,PROMO1003,72,370.0
463,2024-06-11 22:49:24.585057,Completed,PROMO1002,43,371.0
464,2024-10-18 12:04:24.585057,Completed,,171,372.0
465,2024-08-14 14:05:24.585057,Completed,,49,373.0
466,2024-07-21 20:57:24.585057,Cancelled,,12,
467,2024-09-03 13:15:24.585057,Cancelled,PROMO1008,49,
468,2024-10-30 08:02:24.585057,Completed,PROMO1009,135,374.0
469,2024-09-10 05:57:24.585057,Completed,PROMO1013,49,375.0
470,2024-08-20 10:42:24.585057,Completed,,151,376.0
471,2024-09-02 21:47:24.585057,Completed,,115,377.0
472,2025-04-01 07:07:24.585057,Completed,,44,378.0
473,2024-07-10 22:59:24.585057,Completed,,12,379.0
474,2024-06-23 03:27:24.585057,Completed,PROMO1009,145,380.0
475,2024-07-04 12:34:24.585057,Completed,,23,381.0
476,2024-08-01 19:36:24.585057,Cancelled,,152,
477,2024-12-26 08:55:24.585057,Completed,,165,382.0
478,2024-09-16 04:13:24.585057,Completed,,195,383.0
479,2025-02-27 12:03:24.585057,Completed,,34,384.0
480,2024-09-08 11:20:24.585057,Cancelled,,12,
481,2025-01-20 10:39:24.585057,Completed,PROMO1005,114,385.0
482,2025-02-09 12:44:24.585057,Cancelled,,88,
483,2024-08-31 23:24:24.585057,Completed,,130,386.0
484,2024-07-21 02:02:24.585057,Completed,,44,387.0
485,2024-10-07 09:15:24.585057,Completed,,165,388.0
486,2024-07-16 22:11:24.585057,Completed,,118,389.0
487,2025-02-28 23:07:24.585057,Completed,,146,390.0
488,2024-11-08 22:20:24.585057,Completed,PROMO1010,169,391.0
489,2024-10-04 12:26:24.585057,Completed,PROMO1002,69,392.0
490,2024-10-16 06:12:24.585057,Completed,PROMO1002,183,393.0
491,2024-11-13 14:04:24.585057,Completed,PROMO1004,39,394.0
492,2024-06-10 13:05:24.585057,Completed,,150,395.0
493,2024-11-26 14:29:24.585057,Cancelled,,51,
494,2024-10-02 12:50:24.585057,Cancelled,,56,
495,2025-01-15 07:59:24.585057,Completed,,119,396.0
496,2024-07-26 06:36:24.585057,Completed,,143,397.0
497,2025-04-01 05:19:24.585057,Completed,,82,398.0
498,2024-12-10 15:09:24.585057,Completed,,11,399.0
499,2024-05-19 17:29:24.585057,Cancelled,,19,
500,2024-08-17 17:44:24.585057,Completed,PROMO1013,39,400.0
501,2024-11-03 07:46:24.585057,Completed,,164,401.0
502,2024-08-22 23:15:24.585057,Completed,,59,402.0
503,2025-01-26 18:01:24.585057,Cancelled,,169,
504,2024-10-26 06:54:24.585057,Completed,,161,403.0
505,2025-03-06 19:20:24.585057,Cancelled,PROMO1001,20,
506,2024-08-02 18:30:24.585057,Completed,PROMO1002,84,404.0
507,2024-11-27 09:59:24.585057,Cancelled,,168,
508,2025-01-01 17:44:24.585057,Cancelled,PROMO1007,87,
509,2024-06-26 12:22:24.585057,Cancelled,,46,
510,2024-07-09 15:10:24.585057,Cancelled,,55,
511,2024-11-28 08:44:24.585057,Cancelled,,17,
512,2024-09-23 05:34:24.585057,Cancelled,,71,
513,2025-04-09 19:38:24.585057,Completed,,100,405.0
514,2024-09-12 04:49:24.585057,Cancelled,,37,
515,2025-01-03 12:19:24.585057,Cancelled,,194,
516,2024-06-01 05:17:24.585057,Completed,,113,406.0
517,2024-06-19 17:23:24.585057,Completed,,6,407.0
518,2024-08-17 15:40:24.585057,Completed,,27,408.0
519,2024-08-28 13:37:24.585057,Completed,,197,409.0
520,2024-12-28 08:19:24.585057,Completed,,1,410.0
521,2024-09-29 10:27:24.585057,Completed,PROMO1010,169,411.0
522,2024-08-17 10:48:24.585057,Completed,,85,412.0
523,2024-11-04 09:22:24.585057,Completed,PROMO1004,164,413.0
524,2024-07-15 05:44:24.585057,Cancelled,,8,
525,2025-01-12 14:08:24.585057,Completed,,25,414.0
526,2025-04-16 04:37:24.585057,Completed,,100,415.0
527,2024-06-26 15:31:24.585057,Completed,,166,416.0
528,2024-04-24 16:32:24.585057,Completed,,19,417.0
529,2024-07-23 23:11:24.585057,Completed,,151,418.0
530,2024-08-05 18:39:24.585057,Completed,,64,419.0
531,2024-12-12 08:12:24.585057,Completed,PROMO1003,99,420.0
532,2024-08-19 13:38:24.585057,Completed,,147,421.0
533,2024-11-12 00:39:24.585057,Completed,,54,422.0
534,2025-03-19 08:47:24.585057,Cancelled,,44,
535,2024-05-06 15:50:24.585057,Completed,,37,423.0
536,2025-02-13 03:40:24.585057,Completed,,171,424.0
537,2024-12-11 21:49:24.585057,Completed,,140,425.0
538,2024-05-02 04:20:24.585057,Cancelled,,182,
539,2024-11-26 06:48:24.585057,Completed,,200,426.0
540,2024-09-10 15:06:24.585057,Completed,,94,427.0
541,2024-06-25 23:31:24.585057,Completed,PROMO1000,190,428.0
542,2025-01-09 05:13:24.585057,Completed,,115,429.0
543,2024-08-20 15:09:24.585057,Completed,PROMO1005,52,430.0
544,2024-06-02 13:48:24.585057,Cancelled,PROMO1008,11,
545,2024-07-30 05:58:24.585057,Completed,,158,431.0
546,2025-02-10 06:44:24.585057,Cancelled,,165,
547,2025-04-03 16:46:24.585057,Cancelled,PROMO1007,40,
548,2024-05-01 14:00:24.585057,Cancelled,PROMO1009,104,
549,2024-12-14 03:54:24.585057,Completed,,121,432.0
550,2025-03-02 18:32:24.585057,Completed,,178,433.0
551,2024-10-01 09:37:24.585057,Completed,,129,434.0
552,2024-09-17 13:57:24.585057,Completed,,169,435.0
553,2025-02-10 12:23:24.585057,Completed,PROMO1014,186,436.0
554,2025-03-15 20:48:24.585057,Completed,,36,437.0
555,2024-05-10 16:37:24.585057,Completed,PROMO1005,23,438.0
556,2024-10-20 01:23:24.585057,Completed,,69,439.0
557,2024-11-16 15:42:24.585057,Cancelled,,172,
558,2024-04-21 21:49:24.585057,Cancelled,,1,
559,2025-01-05 05:28:24.585057,Completed,,180,440.0
560,2024-11-10 13:14:24.585057,Cancelled,,33,
561,2024-05-23 21:45:24.585057,Completed,,122,441.0
562,2025-03-20 10:41:24.585057,Completed,,25,442.0
563,2024-12-26 19:16:24.585057,Cancelled,PROMO1002,155,
564,2025-04-15 11:50:24.585057,Completed,,197,443.0
565,2024-10-22 05:13:24.585057,Completed,PROMO1007,19,444.0
566,2025-01-12 23:25:24.585057,Completed,,137,445.0
567,2025-03-21 16:56:24.585057,Cancelled,,126,
568,2024-07-26 14:08:24.585057,Completed,,61,446.0
569,2024-08-13 05:47:24.585057,Completed,PROMO1001,178,447.0
570,2024-08-20 00:30:24.585057,Completed,,173,448.0
571,2024-10-08 06:15:24.585057,Completed,,92,449.0
572,2025-03-21 04:26:24.585057,Cancelled,PROMO1003,148,
573,2025-01-05 23:46:24.585057,Completed,PROMO1014,10,450.0
574,2024-06-28 22:44:24.585057,Completed,,1,451.0
575,2024-09-29 22:28:24.585057,Completed,,88,452.0
576,2025-01-19 05:54:24.585057,Completed,,63,453.0
577,2024-07-17 12:49:24.585057,Cancelled,,143,
578,2024-06-11 09:19:24.585057,Completed,,132,454.0
579,2024-12-27 23:24:24.585057,Cancelled,,69,
580,2025-03-19 06:48:24.585057,Completed,,67,455.0
581,2025-02-09 18:46:24.585057,Completed,,104,456.0
582,2024-12-06 16:23:24.585057,Completed,,54,457.0
583,2024-07-30 19:05:24.585057,Completed,,93,458.0
584,2024-12-21 10:12:24.585057,Completed,,68,459.0
585,2024-05-18 10:52:24.585057,Completed,,70,460.0
586,2024-08-26 10:04:24.585057,Cancelled,PROMO1011,75,
587,2024-12-05 03:24:24.585057,Completed,,51,461.0
588,2024-10-09 13:12:24.585057,Completed,,74,462.0
589,2025-01-31 01:55:24.585057,Cancelled,PROMO1007,84,
590,2024-11-09 23:29:24.585057,Cancelled,,5,
591,2024-05-20 08:07:24.585057,Cancelled,PROMO1013,66,
592,2024-09-20 16:31:24.585057,Completed,,128,463.0
593,2025-01-15 16:06:24.585057,Completed,PROMO1013,30,464.0
594,2025-03-12 09:56:24.585057,Completed,,99,465.0
595,2025-02-20 14:29:24.585057,Completed,,67,466.0
596,2025-02-03 15:15:24.585057,Cancelled,,65,
597,2024-07-14 02:40:24.585057,Completed,PROMO1001,17,467.0
598,2024-07-03 13:27:24.585057,Completed,,152,468.0
599,2025-03-22 12:44:24.585057,Completed,,50,469.0
600,2024-07-06 15:48:24.585057,Completed,PROMO1003,9,470.0
601,2024-05-27 17:41:24.585057,Completed,,165,471.0
602,2024-10-23 09:38:24.585057,Completed,PROMO1009,167,472.0
603,2024-08-15 10:30:24.585057,Completed,,173,473.0
604,2024-08-29 12:57:24.585057,Cancelled,PROMO1012,101,
605,2024-10-18 10:11:24.585057,Completed,,130,474.0
606,2025-03-12 08:53:24.585057,Cancelled,,187,
607,2024-07-24 07:13:24.585057,Completed,,162,475.0
608,2024-05-02 12:58:24.585057,Completed,PROMO1002,173,476.0
609,2024-06-18 12:47:24.585057,Completed,,72,477.0
610,2024-11-09 14:32:24.585057,Cancelled,,119,
611,2025-01-25 16:22:24.585057,Completed,PROMO1001,137,478.0
612,2024-06-06 18:36:24.585057,Cancelled,PROMO1001,41,
613,2024-07-18 13:20:24.585057,Cancelled,,2,
614,2025-03-09 09:02:24.585057,Completed,,57,479.0
615,2024-05-23 22:03:24.585057,Completed,PROMO1004,18,480.0
616,2024-12-24 01:20:24.585057,Completed,,170,481.0
617,2024-06-26 09:56:24.585057,Completed,,148,482.0
618,2024-09-10 20:00:24.585057,Completed,,136,483.0
619,2024-04-23 01:58:24.585057,Completed,,110,484.0
620,2025-03-23 11:10:24.585057,Completed,,132,485.0
621,2024-11-20 08:02:24.585057,Completed,PROMO1004,152,486.0
622,2024-08-25 22:01:24.585057,Completed,,35,487.0
623,2024-11-27 01:02:24.585057,Completed,,192,488.0
624,2024-11-06 01:11:24.585057,Completed,,77,489.0
625,2025-04-04 07:11:24.585057,Cancelled,PROMO1013,18,
626,2024-06-10 23:27:24.585057,Cancelled,PROMO1014,14,
627,2024-11-29 22:24:24.585057,Cancelled,PROMO1002,149,
628,2024-06-30 04:13:24.585057,Completed,,1,490.0
629,2024-07-28 02:44:24.585057,Cancelled,,187,
630,2024-06-01 19:30:24.585057,Cancelled,,55,
631,2024-06-18 02:23:24.585057,Cancelled,,32,
632,2024-09-18 19:21:24.585057,Cancelled,,129,
633,2024-05-09 03:53:24.585057,Completed,PROMO1011,174,491.0
634,2025-03-06 18:44:24.585057,Completed,PROMO1011,81,492.0
635,2024-08-30 01:40:24.585057,Completed,PROMO1006,63,493.0
636,2025-03-26 14:06:24.585057,Completed,,189,494.0
637,2025-03-18 14:21:24.585057,Cancelled,,27,
638,2024-07-20 14:34:24.585057,Completed,PROMO1008,41,495.0
639,2024-05-31 05:33:24.585057,Completed,,118,496.0
640,2024-09-19 05:35:24.585057,Completed,,81,497.0
641,2024-11-18 16:17:24.585057,Completed,PROMO1009,129,498.0
642,2024-07-20 04:54:24.585057,Completed,,110,499.0
643,2024-11-09 13:32:24.585057,Completed,PROMO1000,94,500.0
644,2024-11-01 11:00:24.585057,Completed,,121,501.0
645,2024-05-21 17:31:24.585057,Cancelled,,168,
646,2024-09-08 04:02:24.585057,Completed,PROMO1004,103,502.0
647,2024-12-29 07:43:24.585057,Completed,,132,503.0
648,2024-08-21 08:21:24.585057,Completed,,99,504.0
649,2024-07-16 15:06:24.585057,Completed,,168,505.0
650,2024-09-07 16:00:24.585057,Completed,PROMO1004,32,506.0
651,2024-12-19 07:12:24.585057,Completed,,139,507.0
652,2024-06-08 05:03:24.585057,Completed,,49,508.0
653,2024-12-11 22:45:24.585057,Cancelled,PROMO1014,100,
654,2025-03-19 09:31:24.585057,Completed,,159,509.0
655,2024-08-19 18:11:24.585057,Completed,,130,510.0
656,2024-08-24 19:59:24.585057,Completed,,125,511.0
657,2025-01-26 09:51:24.585057,Cancelled,PROMO1000,121,
658,2025-04-01 09:03:24.585057,Completed,,128,512.0
659,2025-03-20 00:36:24.585057,Completed,,90,513.0
660,2024-12-21 12:12:24.585057,Completed,PROMO1010,88,514.0
661,2024-12-31 05:40:24.585057,Completed,,25,515.0
662,2025-02-19 15:04:24.585057,Completed,PROMO1004,167,516.0
663,2024-08-10 16:53:24.585057,Completed,,165,517.0
664,2024-11-12 18:02:24.585057,Cancelled,,101,
665,2024-04-23 14:36:24.585057,Completed,,92,518.0
666,2024-08-30 00:40:24.585057,Completed,PROMO1011,118,519.0
667,2024-08-01 00:19:24.585057,Cancelled,PROMO1014,180,
668,2024-12-08 16:13:24.585057,Completed,,140,520.0
669,2024-09-18 03:11:24.585057,Completed,,51,521.0
670,2025-03-30 12:44:24.585057,Completed,,60,522.0
671,2024-12-22 21:34:24.585057,Cancelled,,160,
672,2024-10-23 05:44:24.585057,Cancelled,PROMO1013,83,
673,2024-10-26 11:35:24.585057,Cancelled,PROMO1004,125,
674,2025-02-14 05:32:24.585057,Completed,,111,523.0
675,2025-03-13 02:38:24.585057,Cancelled,,91,
676,2024-07-22 00:50:24.585057,Completed,,92,524.0
677,2025-02-22 22:09:24.585057,Completed,PROMO1003,149,525.0
678,2024-11-05 23:18:24.585057,Completed,PROMO1002,52,526.0
679,2024-10-26 21:58:24.585057,Completed,,156,527.0
680,2025-02-28 08:01:24.585057,Cancelled,,185,
681,2024-08-22 04:52:24.585057,Completed,,106,528.0
682,2024-07-31 10:17:24.585057,Cancelled,,102,
683,2024-08-07 04:33:24.585057,Completed,,51,529.0
684,2024-11-19 19:58:24.585057,Completed,,21,530.0
685,2025-04-11 14:21:24.585057,Completed,,94,531.0
686,2024-07-17 07:10:24.585057,Cancelled,PROMO1005,183,
687,2025-01-08 04:40:24.585057,Completed,,77,532.0
688,2024-09-09 05:03:24.585057,Completed,,186,533.0
689,2024-08-14 04:23:24.585057,Completed,,28,534.0
690,2025-03-25 13:46:24.585057,Cancelled,PROMO1001,20,
691,2024-10-05 23:18:24.585057,Completed,,151,535.0
692,2024-11-08 10:14:24.585057,Cancelled,,43,
693,2024-09-28 02:06:24.585057,Completed,,61,536.0
694,2025-01-12 14:32:24.585057,Completed,PROMO1003,28,537.0
695,2025-01-12 02:39:24.585057,Completed,,197,538.0
696,2025-01-29 14:03:24.585057,Completed,PROMO1009,137,539.0
697,2024-05-07 11:20:24.585057,Completed,,38,540.0
698,2024-08-19 02:25:24.585057,Cancelled,,32,
699,2024-09-21 04:08:24.585057,Completed,,23,541.0
700,2024-05-12 04:51:24.585057,Completed,PROMO1012,22,542.0
701,2025-02-01 16:13:24.585057,Completed,,55,543.0
702,2024-11-27 22:20:24.585057,Completed,,56,544.0
703,2025-04-10 19:26:24.585057,Completed,,42,545.0
704,2025-04-15 12:35:24.585057,Completed,,48,546.0
705,2024-07-09 22:40:24.585057,Completed,PROMO1002,27,547.0
706,2025-02-26 22:40:24.585057,Completed,PROMO1010,50,548.0
707,2024-05-26 20:30:24.585057,Completed,,140,549.0
708,2024-10-12 10:28:24.585057,Completed,PROMO1000,164,550.0
709,2025-01-11 20:08:24.585057,Cancelled,PROMO1011,99,
710,2025-03-29 11:19:24.585057,Completed,PROMO1010,106,551.0
711,2024-06-17 15:47:24.585057,Completed,,186,552.0
712,2024-07-22 08:38:24.585057,Completed,,138,553.0
713,2024-11-30 16:25:24.585057,Completed,PROMO1000,196,554.0
714,2025-03-06 21:05:24.585057,Completed,,45,555.0
715,2025-03-07 04:01:24.585057,Completed,,194,556.0
716,2024-05-16 19:44:24.585057,Completed,PROMO1008,112,557.0
717,2024-09-04 22:39:24.585057,Completed,,147,558.0
718,2024-12-02 04:31:24.585057,Completed,,162,559.0
719,2025-02-16 01:08:24.585057,Completed,PROMO1002,154,560.0
720,2024-12-20 08:31:24.585057,Completed,,117,561.0
721,2024-12-07 00:32:24.585057,Cancelled,PROMO1014,155,
722,2024-11-03 02:04:24.585057,Completed,,18,562.0
723,2024-09-05 04:59:24.585057,Completed,,75,563.0
724,2024-05-09 13:04:24.585057,Cancelled,,8,
725,2024-06-19 17:39:24.585057,Cancelled,,15,
726,2024-10-16 16:39:24.585057,Completed,,22,564.0
727,2024-12-05 13:08:24.585057,Completed,PROMO1012,115,565.0
728,2025-03-14 01:33:24.585057,Cancelled,,39,
729,2024-08-11 12:39:24.585057,Completed,,92,566.0
730,2025-04-12 05:06:24.585057,Completed,,101,567.0
731,2024-12-25 17:10:24.585057,Cancelled,,141,
732,2025-02-24 13:17:24.585057,Completed,,75,568.0
733,2024-12-29 21:38:24.585057,Completed,PROMO1010,189,569.0
734,2024-12-27 20:22:24.585057,Completed,,132,570.0
735,2025-02-09 00:07:24.585057,Completed,,103,571.0
736,2024-12-23 15:55:24.585057,Completed,PROMO1005,125,572.0
737,2025-02-04 04:53:24.585057,Cancelled,,83,
738,2024-10-14 13:53:24.585057,Completed,,105,573.0
739,2025-01-15 04:45:24.585057,Completed,PROMO1006,33,574.0
740,2025-01-02 09:30:24.585057,Completed,PROMO1012,128,575.0
741,2024-12-16 02:07:24.585057,Completed,,18,576.0
742,2025-03-22 14:48:24.585057,Cancelled,PROMO1006,43,
743,2024-05-31 14:18:24.585057,Completed,PROMO1011,182,577.0
744,2025-03-09 20:52:24.585057,Completed,,151,578.0
745,2024-08-25 20:47:24.585057,Cancelled,,23,
746,2024-05-27 22:39:24.585057,Completed,,90,579.0
747,2024-11-21 08:30:24.585057,Cancelled,PROMO1013,19,
748,2025-01-26 20:18:24.585057,Completed,,108,580.0
749,2025-01-21 07:34:24.585057,Completed,,3,581.0
750,2024-09-21 22:19:24.585057,Cancelled,PROMO1007,76,
751,2025-01-13 11:48:24.585057,Completed,PROMO1011,110,582.0
752,2024-07-21 05:01:24.585057,Completed,PROMO1012,50,583.0
753,2024-07-08 10:19:24.585057,Completed,,154,584.0
754,2024-07-06 05:29:24.585057,Cancelled,PROMO1001,41,
755,2025-02-17 22:10:24.585057,Completed,,38,585.0
756,2024-10-15 08:25:24.585057,Completed,,142,586.0
757,2024-12-29 11:32:24.585057,Completed,,8,587.0
758,2025-03-19 07:31:24.585057,Cancelled,,136,
759,2024-05-20 10:36:24.585057,Cancelled,,155,
760,2025-03-09 03:10:24.585057,Completed,,142,588.0
761,2024-07-17 23:40:24.585057,Cancelled,,113,
762,2025-03-13 13:34:24.585057,Completed,PROMO1004,5,589.0
763,2025-02-03 07:18:24.585057,Cancelled,PROMO1007,186,
764,2024-10-10 10:58:24.585057,Completed,PROMO1007,5,590.0
765,2024-04-20 14:50:24.585057,Completed,,117,591.0
766,2024-08-16 01:47:24.585057,Completed,,48,592.0
767,2025-02-15 01:18:24.585057,Cancelled,PROMO1007,171,
768,2024-09-14 02:05:24.585057,Completed,PROMO1007,91,593.0
769,2024-04-24 07:15:24.585057,Completed,,62,594.0
770,2025-04-07 00:50:24.585057,Cancelled,PROMO1005,195,
771,2025-01-10 14:13:24.585057,Completed,,134,595.0
772,2024-05-20 03:35:24.585057,Completed,,57,596.0
773,2024-08-28 16:29:24.585057,Cancelled,,183,
774,2025-02-15 01:39:24.585057,Completed,PROMO1007,155,597.0
775,2024-05-06 18:52:24.585057,Completed,,17,598.0
776,2024-08-24 23:00:24.585057,Completed,,192,599.0
777,2024-05-20 13:36:24.585057,Cancelled,,117,
778,2025-01-06 02:49:24.585057,Completed,,48,600.0
779,2025-02-13 19:40:24.585057,Completed,,30,601.0
780,2024-12-03 17:48:24.585057,Completed,PROMO1006,36,602.0
781,2024-08-15 17:25:24.585057,Cancelled,PROMO1008,121,
782,2024-08-17 15:50:24.585057,Completed,PROMO1003,55,603.0
783,2024-05-29 01:44:24.585057,Completed,,53,604.0
784,2024-08-02 02:23:24.585057,Completed,,100,605.0
785,2024-08-25 20:59:24.585057,Completed,,1,606.0
786,2025-04-02 10:48:24.585057,Cancelled,,161,
787,2024-06-14 03:59:24.585057,Completed,PROMO1003,108,607.0
788,2025-02-20 09:41:24.585057,Completed,,153,608.0
789,2024-08-09 21:57:24.585057,Completed,,8,609.0
790,2024-06-01 08:34:24.585057,Completed,,79,610.0
791,2024-12-22 13:21:24.585057,Completed,,108,611.0
792,2024-08-25 17:25:24.585057,Completed,,41,612.0
793,2025-04-14 22:45:24.585057,Completed,,39,613.0
794,2024-06-23 19:50:24.585057,Completed,PROMO1010,178,614.0
795,2024-09-19 10:06:24.585057,Cancelled,,13,
796,2024-12-21 05:36:24.585057,Completed,PROMO1009,107,615.0
797,2024-11-14 23:50:24.585057,Completed,PROMO1002,151,616.0
798,2024-10-20 07:07:24.585057,Completed,,46,617.0
799,2024-07-25 15:39:24.585057,Completed,PROMO1000,170,618.0
800,2024-05-31 15:47:24.585057,Completed,PROMO1002,118,619.0
801,2025-01-11 22:00:24.585057,Completed,,2,620.0
802,2024-10-01 18:47:24.585057,Cancelled,PROMO1003,153,
803,2025-01-02 12:29:24.585057,Completed,,26,621.0
804,2024-08-18 17:29:24.585057,Completed,,5,622.0
805,2025-01-22 22:16:24.585057,Cancelled,,96,
806,2024-11-30 20:47:24.585057,Completed,,64,623.0
807,2024-04-18 13:05:24.585057,Completed,,78,624.0
808,2025-01-27 21:57:24.585057,Cancelled,,67,
809,2024-10-20 06:44:24.585057,Completed,PROMO1004,40,625.0
810,2024-04-19 02:44:24.585057,Completed,PROMO1004,173,626.0
811,2024-11-20 22:17:24.585057,Completed,PROMO1008,81,627.0
812,2024-06-27 23:16:24.585057,Cancelled,,73,
813,2024-06-24 22:21:24.585057,Completed,PROMO1005,64,628.0
814,2024-08-06 05:56:24.585057,Completed,,73,629.0
815,2025-01-22 19:50:24.585057,Completed,,77,630.0
816,2024-12-09 17:58:24.585057,Cancelled,,49,
817,2024-06-29 04:56:24.585057,Completed,,19,631.0
818,2024-05-20 23:02:24.585057,Completed,PROMO1013,28,632.0
819,2025-01-27 17:39:24.585057,Completed,PROMO1000,23,633.0
820,2024-09-08 22:05:24.585057,Completed,,33,634.0
821,2024-05-25 08:21:24.585057,Completed,,178,635.0
822,2024-11-09 08:14:24.585057,Completed,,190,636.0
823,2025-03-04 21:06:24.585057,Completed,,19,637.0
824,2024-07-13 11:10:24.585057,Completed,,160,638.0
825,2024-12-04 17:51:24.585057,Completed,,151,639.0
826,2025-03-06 00:29:24.585057,Cancelled,,146,
827,2024-04-17 19:29:24.585057,Completed,PROMO1010,56,640.0
828,2025-03-17 05:24:24.585057,Cancelled,PROMO1008,176,
829,2024-12-05 03:09:24.585057,Completed,PROMO1004,45,641.0
830,2025-01-10 17:40:24.585057,Completed,,140,642.0
831,2024-04-19 10:25:24.585057,Cancelled,,101,
832,2024-08-30 01:52:24.585057,Completed,PROMO1014,21,643.0
833,2025-04-14 21:09:24.585057,Completed,,45,644.0
834,2025-01-23 22:40:24.585057,Completed,,165,645.0
835,2025-03-10 14:19:24.585057,Completed,,160,646.0
836,2024-11-22 06:41:24.585057,Completed,,46,647.0
837,2024-05-13 23:57:24.585057,Completed,PROMO1004,49,648.0
838,2024-04-20 21:39:24.585057,Completed,PROMO1002,57,649.0
839,2024-08-10 15:36:24.585057,Completed,,30,650.0
840,2024-08-27 18:45:24.585057,Cancelled,,89,
841,2024-05-09 17:57:24.585057,Completed,,28,651.0
842,2025-03-14 19:24:24.585057,Completed,PROMO1006,114,652.0
843,2024-06-07 14:54:24.585057,Cancelled,,128,
844,2025-03-17 10:46:24.585057,Cancelled,PROMO1006,109,
845,2024-09-25 11:26:24.585057,Completed,,53,653.0
846,2024-07-29 05:59:24.585057,Cancelled,PROMO1001,40,
847,2024-09-14 03:18:24.585057,Completed,,153,654.0
848,2024-08-26 00:54:24.585057,Completed,PROMO1009,116,655.0
849,2024-07-14 05:07:24.585057,Completed,PROMO1001,155,656.0
850,2024-06-28 21:51:24.585057,Completed,PROMO1013,106,657.0
851,2024-11-17 17:53:24.585057,Completed,,163,658.0
852,2024-11-01 11:54:24.585057,Completed,,27,659.0
853,2024-09-24 04:52:24.585057,Cancelled,,99,
854,2024-05-25 12:56:24.585057,Completed,,188,660.0
855,2025-03-30 20:29:24.585057,Completed,,100,661.0
856,2024-09-17 14:34:24.585057,Completed,PROMO1005,129,662.0
857,2024-08-19 03:59:24.585057,Completed,,23,663.0
858,2025-04-10 05:23:24.585057,Cancelled,PROMO1004,117,
859,2025-03-22 21:21:24.585057,Cancelled,PROMO1014,139,
860,2024-04-25 20:39:24.585057,Completed,,139,664.0
861,2024-04-18 08:45:24.585057,Completed,PROMO1003,7,665.0
862,2024-07-03 06:09:24.585057,Completed,PROMO1013,45,666.0
863,2025-03-15 11:40:24.585057,Cancelled,PROMO1008,117,
864,2024-10-12 07:44:24.585057,Completed,,169,667.0
865,2024-09-07 12:06:24.585057,Cancelled,PROMO1006,115,
866,2025-02-28 23:15:24.585057,Cancelled,PROMO1008,128,
867,2024-05-30 12:40:24.585057,Completed,PROMO1006,142,668.0
868,2025-01-16 15:43:24.585057,Completed,,15,669.0
869,2024-09-28 21:43:24.585057,Completed,,174,670.0
870,2025-01-28 17:29:24.585057,Completed,,1,671.0
871,2024-09-08 04:41:24.585057,Completed,,73,672.0
872,2024-05-25 18:35:24.585057,Completed,,43,673.0
873,2024-10-22 13:54:24.585057,Cancelled,,85,
874,2024-07-10 14:59:24.585057,Completed,PROMO1011,10,674.0
875,2025-02-09 17:15:24.585057,Completed,PROMO1005,57,675.0
876,2024-12-27 20:14:24.585057,Cancelled,PROMO1010,183,
877,2024-06-08 12:03:24.585057,Completed,,113,676.0
878,2024-11-21 09:23:24.585057,Cancelled,,82,
879,2024-10-05 11:48:24.585057,Cancelled,,129,
880,2024-12-16 01:33:24.585057,Completed,PROMO1008,52,677.0
881,2024-08-08 10:03:24.585057,Completed,PROMO1008,177,678.0
882,2024-07-07 14:16:24.585057,Completed,,139,679.0
883,2024-09-05 04:37:24.585057,Completed,PROMO1008,140,680.0
884,2024-10-19 12:26:24.585057,Completed,PROMO1006,141,681.0
885,2024-04-24 07:08:24.585057,Completed,,193,682.0
886,2024-07-26 21:25:24.585057,Cancelled,,130,
887,2024-05-28 01:33:24.585057,Completed,,9,683.0
888,2024-10-26 20:56:24.585057,Completed,PROMO1012,116,684.0
889,2024-08-20 17:17:24.585057,Completed,,93,685.0
890,2024-05-19 13:16:24.585057,Completed,,171,686.0
891,2024-09-18 22:12:24.585057,Completed,,153,687.0
892,2024-09-15 02:58:24.585057,Completed,PROMO1011,189,688.0
893,2024-05-29 16:19:24.585057,Completed,,198,689.0
894,2024-06-10 09:47:24.585057,Cancelled,PROMO1011,88,
895,2024-08-22 15:04:24.585057,Cancelled,PROMO1005,25,
896,2024-05-02 08:24:24.585057,Completed,,65,690.0
897,2024-07-21 10:38:24.585057,Completed,,16,691.0
898,2024-05-22 17:07:24.585057,Completed,,128,692.0
899,2025-02-04 20:47:24.585057,Cancelled,PROMO1012,69,
900,2024-08-23 15:13:24.585057,Completed,,68,693.0
901,2025-03-08 20:25:24.585057,Cancelled,PROMO1010,146,
902,2024-06-07 09:35:24.585057,Cancelled,PROMO1010,148,
903,2025-02-12 12:09:24.585057,Cancelled,PROMO1012,48,
904,2024-06-16 08:39:24.585057,Cancelled,PROMO1004,177,
905,2024-08-13 09:46:24.585057,Completed,,185,694.0
906,2024-06-12 12:25:24.585057,Completed,,19,695.0
907,2024-05-17 23:59:24.585057,Cancelled,PROMO1012,189,
